@ID,TRANSACTION.TYPE,DEBIT.ACCT.NO,DEBIT.CURRENCY,DEBIT.AMOUNT,CREDIT.ACCT.NO,CREDIT.VALUE.DATE,ORDERING.CUST
FT0630236,AC,2002620,USD,264341,2001859,20260429,CLAUDE GAUTIER
FT0630237,AC,2003084,XAF,2703994,2002569,20260429,ALEX LAGARDE
FT0630238,AC,2000395,XAF,2357937,2000135,20260429,LUC-MARC CHAUVET
FT0630239,AC,2002432,XAF,4140988,2000916,20260429,ANDRÉ MARTINS
FT0630240,AC,2000149,EUR,2416493,2002346,20260429,PATRICK MEYER
FT0630241,AC,2001196,EUR,4983293,2001080,20260429,AIMÉ HENRY
FT0630242,AC,2000006,XAF,3610620,2002974,20260429,ISAAC MUNOZ
FT0630243,AC,2003051,XAF,3997723,2000667,20260429,SOPHIE GONCALVES-DIALLO
FT0630244,AC,2002534,EUR,4091073,2001655,20260429,BRIGITTE DE LA COLLET
FT0630245,AC,2000393,XAF,1218958,2002180,20260429,PAUL HOARAU
FT0630246,AC,2001267,XAF,4231866,2000621,20260429,MICHEL BRUNEL
FT0630247,AC,2003204,XAF,1365324,2001110,20260429,NOËL LE RENARD
FT0630248,AC,2003043,XAF,1876744,2002439,20260429,WILLIAM PERRIER
FT0630249,AC,2001131,EUR,982392,2000353,20260429,BERNADETTE ROYER
FT0630250,AC,2001854,EUR,4512469,2001714,20260429,MAGGIE NEVEU
FT0630251,AC,2000787,EUR,4036631,2002761,20260429,ROLAND ARNAUD LE PINEAU
FT0630252,AC,2002091,USD,2455771,2002527,20260429,JULIETTE LACROIX DE MAHE
FT0630253,AC,2001998,XAF,4217090,2002116,20260429,JOSEPH DU ROCHER
FT0630254,AC,2002373,EUR,2078091,2000149,20260429,MATHILDE VIDAL
FT0630255,AC,2001305,XAF,4966189,2002230,20260429,ÉLÉONORE VIDAL
FT0630256,AC,2000714,XAF,4392797,2001424,20260429,LOUIS CARON
FT0630257,AC,2002917,USD,4086383,2001859,20260429,RÉMY LAGARDE
FT0630258,AC,2002522,EUR,3311723,2002373,20260429,AMÉLIE-ANTOINETTE DAVID
FT0630259,AC,2002308,USD,4230448,2001816,20260429,SUSAN DEVAUX
FT0630260,AC,2002822,XAF,535584,2003200,20260429,BENJAMIN NEVEU DU MICHEL
FT0630261,AC,2000941,XAF,4864656,2002458,20260429,JOSEPH DELATTRE
FT0630262,AC,2002593,EUR,4742077,2000770,20260429,HORTENSE FABRE
FT0630263,AC,2000051,USD,3707975,2000396,20260429,MARTIN PEREIRA
FT0630264,AC,2000585,USD,2180554,2002658,20260429,OLIVIER DE AUBERT
FT0630265,AC,2002565,XAF,729989,2000717,20260429,CHRISTOPHE BÈGUE
FT0630266,AC,2001564,XAF,3519333,2001778,20260429,GILBERT RIVIÈRE
FT0630267,AC,2002075,USD,2524956,2000141,20260429,SUZANNE ARNAUD
FT0630268,AC,2002517,XAF,2883767,2002432,20260429,DANIELLE GERMAIN-LOMBARD
FT0630269,AC,2000305,USD,3729564,2001401,20260429,THOMAS BESNARD
FT0630270,AC,2001400,EUR,4422966,2001229,20260429,CONSTANCE PIERRE-POTTIER
FT0630271,AC,2000190,XAF,3255407,2001820,20260429,BENJAMIN LEGENDRE
FT0630272,AC,2003220,XAF,1692279,2002597,20260429,BERTRAND GAUTIER
FT0630273,AC,2000056,EUR,1129437,2003022,20260429,CATHERINE BERGER-LAURENT
FT0630274,AC,2000758,EUR,4561699,2002701,20260429,GRÉGOIRE GERMAIN
FT0630275,AC,2001169,XAF,4479257,2001667,20260429,ROBERT BENARD
FT0630276,AC,2002993,XAF,356729,2002190,20260429,GILBERT AUBERT
FT0630277,AC,2001048,USD,2292495,2001918,20260429,VICTOR BENOIT
FT0630278,AC,2000973,USD,3625156,2002730,20260429,CÉCILE PINTO
FT0630279,AC,2002672,XAF,2387066,2003088,20260429,GABRIELLE SIMON
FT0630280,AC,2003031,USD,1896234,2001035,20260429,JEANNINE PASCAL
FT0630281,AC,2002665,USD,3349531,2001747,20260429,BENJAMIN TECHER-FOURNIER
FT0630282,AC,2000432,XAF,2027929,2001104,20260429,ALIX DE LA VERDIER
FT0630283,AC,2000673,EUR,2938154,2000085,20260429,HENRI BOUVIER
FT0630284,AC,2002217,USD,3842054,2000163,20260429,THOMAS DUVAL DU HENRY
FT0630285,AC,2001318,EUR,3959779,2000628,20260429,ASTRID ALEXANDRE
FT0630286,AC,2002772,XAF,576718,2001198,20260429,ALPHONSE LECLERC
FT0630287,AC,2002483,EUR,310290,2000301,20260429,BENJAMIN BODIN
FT0630288,AC,2002849,USD,2369754,2001002,20260429,THÉRÈSE DUVAL
FT0630289,AC,2000460,XAF,321789,2000472,20260429,MAGGIE NEVEU
FT0630290,AC,2000529,USD,2058352,2002745,20260429,MICHELLE DE BRUN
FT0630291,AC,2000170,USD,258435,2000051,20260429,CLÉMENCE LÉVÊQUE
FT0630292,AC,2001836,EUR,257159,2000130,20260429,DAVID ADAM
FT0630293,AC,2001530,XAF,4218505,2002646,20260429,LAURENCE MASSON
FT0630294,AC,2002644,EUR,754349,2000864,20260429,ANTOINE LEGRAND
FT0630295,AC,2002583,XAF,1452078,2001980,20260429,JOSEPH DELATTRE
FT0630296,AC,2000957,USD,4779100,2003073,20260429,ALPHONSE MORIN
FT0630297,AC,2002386,EUR,571277,2001763,20260429,STÉPHANE DU PIERRE
FT0630298,AC,2002850,EUR,422109,2002949,20260429,AMÉLIE LABBÉ
FT0630299,AC,2000529,USD,1105587,2002714,20260429,MICHELLE DE BRUN
FT0630300,AC,2000011,USD,847966,2001167,20260429,NICOLE RAYNAUD
FT0630301,AC,2001369,XAF,1152038,2001791,20260429,JÉRÔME PICHON
FT0630302,AC,2002579,EUR,2283175,2000510,20260429,TIMOTHÉE DU BOULAY
FT0630303,AC,2003131,USD,1741956,2002312,20260429,EMMANUEL DELAUNAY
FT0630304,AC,2003019,XAF,2492435,2000040,20260429,BERNARD LEBLANC
FT0630305,AC,2002387,USD,2713939,2002062,20260429,SÉBASTIEN DE SOUSA
FT0630306,AC,2002154,USD,488165,2003071,20260429,SÉBASTIEN OLLIVIER-HAMEL
FT0630307,AC,2000141,USD,3224655,2003096,20260429,OLIVIER DE LA RIVIÈRE
FT0630308,AC,2002498,EUR,4769132,2002880,20260429,SOPHIE BONNIN
FT0630309,AC,2002842,XAF,2842594,2002197,20260429,CLAIRE BERGER
FT0630310,AC,2001211,XAF,1525690,2002417,20260429,EMMANUEL ANTOINE
FT0630311,AC,2001312,EUR,191508,2000689,20260429,BRIGITTE DE LA COLLET
FT0630312,AC,2001909,XAF,4500333,2001376,20260429,JÉRÔME-AIMÉ SEGUIN
FT0630313,AC,2000766,XAF,1491276,2001119,20260429,THIBAUT MICHAUD
FT0630314,AC,2000110,EUR,1130279,2000862,20260429,MARGARET LEMOINE DE LA GUILLAUME
FT0630315,AC,2002375,XAF,4979244,2003153,20260429,ÉTIENNE GODARD
FT0630316,AC,2000272,USD,12888,2002148,20260429,DIANE LE ROUX-SALMON
FT0630317,AC,2002842,XAF,1607958,2001297,20260429,CLAIRE BERGER
FT0630318,AC,2002701,EUR,3333331,2000864,20260429,ALICE MARTINEZ
FT0630319,AC,2002010,XAF,3670338,2001610,20260429,FRÉDÉRIQUE ARNAUD
FT0630320,AC,2002110,XAF,3193818,2002441,20260429,BENJAMIN LEGENDRE
FT0630321,AC,2001160,EUR,2142053,2003107,20260429,ALICE BLANC-DUMONT
FT0630322,AC,2003190,USD,1705923,2000516,20260429,PAULETTE RODRIGUEZ
FT0630323,AC,2000727,EUR,1320516,2001152,20260429,MARCEL LECOMTE-SANCHEZ
FT0630324,AC,2002616,USD,3375255,2002615,20260429,MARTHE GAUDIN
FT0630325,AC,2003149,EUR,759914,2003235,20260429,LUCIE GOMEZ
FT0630326,AC,2002786,XAF,884837,2000535,20260429,ÉTIENNE MARIN
FT0630327,AC,2002608,USD,3164732,2001408,20260429,SOPHIE LÉVÊQUE
FT0630328,AC,2001736,XAF,3117970,2001768,20260429,DAVID ADAM
FT0630329,AC,2001727,XAF,2805431,2002810,20260429,ÉLÉONORE DU LECOMTE
FT0630330,AC,2001745,USD,3274584,2001268,20260429,MICHELLE LÉGER
FT0630331,AC,2000071,USD,2148444,2000828,20260429,HÉLÈNE GEORGES
FT0630332,AC,2001645,XAF,189311,2001551,20260429,WILLIAM BRUN-GEORGES
FT0630333,AC,2002576,XAF,3484919,2002018,20260429,NATHALIE DU LEMONNIER
FT0630334,AC,2000371,XAF,2331050,2000320,20260429,ADRIENNE LEFEBVRE
FT0630335,AC,2002326,XAF,2922890,2002456,20260429,CATHERINE DU LEROY
FT0630336,AC,2001764,EUR,2222777,2000727,20260429,JULES COSTE
FT0630337,AC,2000049,EUR,3067841,2000697,20260429,PHILIPPE-TRISTAN GILLET
FT0630338,AC,2000903,EUR,4505473,2003197,20260429,ADÉLAÏDE DUPUIS-DURAND
FT0630339,AC,2002551,XAF,2007368,2002244,20260429,ADÈLE FAIVRE-RAMOS
FT0630340,AC,2003142,XAF,686692,2000288,20260429,ALIX LAMBERT
FT0630341,AC,2001267,XAF,2641612,2002018,20260429,MICHEL BRUNEL
FT0630342,AC,2002713,XAF,4345619,2002261,20260429,MARTINE BRUNEAU
FT0630343,AC,2001190,XAF,4960478,2002494,20260429,PHILIPPE LEBON
FT0630344,AC,2002483,EUR,1903955,2002284,20260429,BENJAMIN BODIN
FT0630345,AC,2001654,XAF,4927544,2001204,20260429,MAURICE JEAN
FT0630346,AC,2001859,USD,1153663,2001886,20260429,MAURICE GUICHARD-LAMY
FT0630347,AC,2002062,USD,1349275,2001918,20260429,LOUISE GERMAIN
FT0630348,AC,2002690,EUR,2381068,2000384,20260429,MARIE JACQUET
FT0630349,AC,2001236,EUR,4996619,2001701,20260429,ANTOINE BLONDEL
FT0640000,AC,2001543,EUR,2519320,2000149,20260430,NICOLE BRIAND-ALBERT
FT0640001,AC,2002421,USD,3168623,2002905,20260430,BERNADETTE PASCAL
FT0640002,AC,2001758,XAF,3970926,2000880,20260430,MAURICE GRÉGOIRE
FT0640003,AC,2000817,EUR,111958,2000862,20260430,FRANÇOIS TECHER DE LA VALLÉE
FT0640004,AC,2002547,EUR,2539679,2001724,20260430,AIMÉE LAURENT
FT0640005,AC,2002245,EUR,2623799,2000746,20260430,MICHÈLE COSTA-LAMBERT
FT0640006,AC,2000190,XAF,1154567,2001348,20260430,BENJAMIN LEGENDRE
FT0640007,AC,2001192,EUR,1322600,2002379,20260430,RÉMY DUPUY-WEISS
FT0640008,AC,2000416,EUR,1287609,2000049,20260430,ZOÉ PELTIER
FT0640009,AC,2002590,EUR,3849977,2003130,20260430,ÉLÉONORE PRUVOST LE VAILLANT
FT0640010,AC,2000283,EUR,89246,2001072,20260430,ARNAUDE DELORME DU HOARAU
FT0640011,AC,2002006,USD,353019,2001886,20260430,SUSAN DEVAUX
FT0640012,AC,2001180,EUR,3222916,2000197,20260430,ALPHONSE GUILLOU
FT0640013,AC,2002394,XAF,724786,2002554,20260430,ÉLÉONORE LACOMBE
FT0640014,AC,2001077,USD,3225928,2002154,20260430,TIMOTHÉE DU BOULAY
FT0640015,AC,2000817,EUR,2917868,2000074,20260430,FRANÇOIS TECHER DE LA VALLÉE
FT0640016,AC,2000102,EUR,246191,2001622,20260430,THIERRY-ÉTIENNE BENARD
FT0640017,AC,2000389,EUR,2259744,2001160,20260430,ASTRID MULLER
FT0640018,AC,2002678,XAF,1074860,2001258,20260430,JACQUES GUILLAUME
FT0640019,AC,2002839,XAF,1284772,2002884,20260430,NICOLAS GUYON
FT0640020,AC,2000758,EUR,951658,2002649,20260430,GRÉGOIRE GERMAIN
FT0640021,AC,2000561,USD,4097793,2000585,20260430,GILLES LELEU
FT0640022,AC,2000854,EUR,44581,2002683,20260430,CONSTANCE LECOMTE
FT0640023,AC,2002084,XAF,1792995,2002399,20260430,TRISTAN LEBON LE VIDAL
FT0640024,AC,2001394,USD,3320394,2001934,20260430,INÈS SCHMITT
FT0640025,AC,2000005,XAF,1247629,2001620,20260430,PHILIPPE BARBIER
FT0640026,AC,2000039,XAF,3218388,2001032,20260430,SUSANNE MEUNIER
FT0640027,AC,2002857,XAF,3650467,2002978,20260430,WILLIAM FAIVRE
FT0640028,AC,2002332,EUR,4871333,2002489,20260430,JEANNE MARCHAL
FT0640029,AC,2002269,USD,2109168,2001683,20260430,RÉMY DE LA PICHON
FT0640030,AC,2001290,XAF,2047331,2001631,20260430,DANIELLE TURPIN
FT0640031,AC,2002005,XAF,635441,2000251,20260430,ÉLODIE DE LA GOMEZ
FT0640032,AC,2002297,USD,1442866,2000240,20260430,ISAAC POTIER
FT0640033,AC,2002487,XAF,4971273,2002168,20260430,NATHALIE COHEN
FT0640034,AC,2002276,EUR,1070793,2002740,20260430,CATHERINE CARON
FT0640035,AC,2002189,USD,2077706,2000093,20260430,ÉDITH GILBERT
FT0640036,AC,2002284,EUR,2228304,2001043,20260430,PAUL FLEURY
FT0640037,AC,2001343,XAF,4306099,2002691,20260430,ADRIEN RODRIGUEZ
FT0640038,AC,2002297,USD,435143,2000742,20260430,ISAAC POTIER
FT0640039,AC,2002580,USD,3915001,2002616,20260430,BENJAMIN TECHER-FOURNIER
FT0640040,AC,2001746,XAF,472063,2001512,20260430,THÉRÈSE DUVAL
FT0640041,AC,2001511,EUR,2653105,2000383,20260430,CÉCILE GÉRARD DE RAYMOND
FT0640042,AC,2000961,EUR,3093650,2002033,20260430,CAROLINE GRONDIN
FT0640043,AC,2002099,EUR,866514,2001196,20260430,SABINE DE SOUSA
FT0640044,AC,2001715,XAF,4936976,2000323,20260430,ÉDOUARD ALLAIN DE SCHMITT
FT0640045,AC,2002397,XAF,2050867,2000579,20260430,CHRISTIANE LOMBARD DE LA NEVEU
FT0640046,AC,2001847,XAF,218520,2002342,20260430,PATRICK MEYER
FT0640047,AC,2000966,USD,3703486,2002298,20260430,MARGAUD RAYNAUD DU DELORME
FT0640048,AC,2002274,XAF,2828093,2001228,20260430,DENIS BOYER
FT0640049,AC,2000141,USD,2162385,2000177,20260430,OLIVIER DE LA RIVIÈRE
FT0640050,AC,2001219,XAF,2374844,2002303,20260430,MICHELLE LÉGER
FT0640051,AC,2002140,USD,249207,2000219,20260430,CÉCILE RENAULT
FT0640052,AC,2000264,XAF,3927444,2000131,20260430,THIBAUT KLEIN
FT0640053,AC,2001181,XAF,1539660,2000199,20260430,ROBERT JOUBERT
FT0640054,AC,2002919,USD,2103831,2000764,20260430,PAUL MOREAU LE PIRES
FT0640055,AC,2001165,EUR,3773291,2001862,20260430,STÉPHANE DUMONT LE SCHMITT
FT0640056,AC,2001321,XAF,4457014,2002902,20260430,TRISTAN ROUSSEAU
FT0640057,AC,2000036,XAF,695002,2000057,20260430,JEAN BOULANGER
FT0640058,AC,2001622,EUR,4357435,2001694,20260430,MATTHIEU BRUNEL
FT0640059,AC,2002048,USD,3916159,2002006,20260430,MADELEINE GIRAUD
FT0640060,AC,2000469,EUR,3965968,2003130,20260430,WILLIAM DEVAUX
FT0640061,AC,2002298,USD,2179405,2000461,20260430,JOSEPH MARION
FT0640062,AC,2002186,USD,4813240,2001237,20260430,EMMANUELLE BOULAY DU LEBRUN
FT0640063,AC,2002549,XAF,187167,2002251,20260430,JULIEN BECKER
FT0640064,AC,2002106,EUR,2383549,2001116,20260430,MANON MORVAN
FT0640065,AC,2000065,XAF,1269257,2001981,20260430,BRIGITTE RENAUD
FT0640066,AC,2002498,EUR,3052720,2002690,20260430,SOPHIE BONNIN
FT0640067,AC,2001125,XAF,4524375,2000006,20260430,DENIS MASSON
FT0640068,AC,2002098,XAF,3090428,2000073,20260430,TRISTAN MICHAUD
FT0640069,AC,2001561,XAF,1770081,2002780,20260430,JOSEPH BAUDRY
FT0640070,AC,2002716,EUR,4111644,2001196,20260430,SUSANNE MORENO
FT0640071,AC,2000404,EUR,3044174,2001522,20260430,VINCENT BOULANGER
FT0640072,AC,2002493,XAF,3232579,2000570,20260430,FRÉDÉRIQUE ARNAUD
FT0640073,AC,2000299,XAF,2473757,2000618,20260430,HUGUES BAUDRY-LEGRAND
FT0640074,AC,2000457,EUR,1974899,2002033,20260430,CHARLES ROBERT-DELORME
FT0640075,AC,2002093,USD,2882484,2000333,20260430,ADRIEN SANCHEZ
FT0640076,AC,2002827,EUR,784393,2001074,20260430,CÉCILE CARRE DE BOULAY
FT0640077,AC,2002398,XAF,4685041,2002518,20260430,MARTIN PEREIRA
FT0640078,AC,2001662,USD,1064425,2001265,20260430,BERTRAND HUET
FT0640079,AC,2000615,XAF,4343329,2000838,20260430,HÉLÈNE RENARD
FT0640080,AC,2002757,EUR,1755268,2000727,20260430,BENOÎT GONCALVES
FT0640081,AC,2000839,XAF,362908,2000636,20260430,MARYSE-FRÉDÉRIQUE OLLIVIER
FT0640082,AC,2002476,USD,2414555,2001665,20260430,MARIANNE ROUX
FT0640083,AC,2002099,EUR,529894,2001623,20260430,SABINE DE SOUSA
FT0640084,AC,2001303,XAF,324651,2002741,20260430,PATRICIA GRÉGOIRE
FT0640085,AC,2002039,XAF,1055364,2001234,20260430,CONSTANCE PIERRE-POTTIER
FT0640086,AC,2002600,USD,1113032,2001370,20260430,GILLES-AUGUSTIN LEBRETON
FT0640087,AC,2001081,XAF,1959016,2000980,20260430,AURÉLIE ARNAUD-GAUDIN
FT0640088,AC,2002107,USD,4146703,2002669,20260430,ALFRED BAZIN
FT0640089,AC,2002549,XAF,4010225,2002129,20260430,JULIEN BECKER
FT0640090,AC,2003240,USD,1934870,2003024,20260430,ROLAND HUET
FT0640091,AC,2002615,USD,2643574,2002479,20260430,GILLES SCHNEIDER
FT0640092,AC,2002538,EUR,2711029,2002841,20260430,ANTOINE DE LETELLIER
FT0640093,AC,2001265,USD,4914368,2002207,20260430,MADELEINE DE ROSSI
FT0640094,AC,2000656,USD,3922310,2000742,20260430,THIBAUT BENARD
FT0640095,AC,2001723,EUR,3324439,2000928,20260430,HUGUES PELTIER
FT0640096,AC,2000035,USD,4927674,2002081,20260430,JULIEN LENOIR DU BESSON
FT0640097,AC,2002222,XAF,1764896,2001466,20260430,CLÉMENCE DE BOURDON
FT0640098,AC,2002370,EUR,1152755,2001057,20260430,DIANE ALEXANDRE
FT0640099,AC,2003191,USD,345801,2002917,20260430,BERTRAND-DENIS BERNARD
FT0640100,AC,2001816,USD,3823838,2002919,20260430,ALAIN LEDOUX
FT0640101,AC,2002973,XAF,2643201,2001592,20260430,BRIGITTE-ÉLÉONORE CHAUVET
FT0640102,AC,2002919,USD,1761851,2001265,20260430,PAUL MOREAU LE PIRES
FT0640103,AC,2001203,EUR,2850237,2000142,20260430,LUC DE LA GRENIER
FT0640104,AC,2000896,XAF,1937987,2000663,20260430,THIERRY SAUVAGE
FT0640105,AC,2002156,XAF,1475200,2002071,20260430,AGNÈS MARTEL
FT0640106,AC,2000749,USD,1469046,2001700,20260430,JÉRÔME-AIMÉ SEGUIN
FT0640107,AC,2001701,EUR,1754121,2001659,20260430,JULES COSTE
FT0640108,AC,2001203,EUR,1805932,2001074,20260430,LUC DE LA GRENIER
FT0640109,AC,2002249,XAF,3400540,2001925,20260430,XAVIER RUIZ
FT0640110,AC,2000405,EUR,1435797,2001774,20260430,NATHALIE-ÉDITH DENIS
FT0640111,AC,2002690,EUR,2764884,2001210,20260430,MARIE JACQUET
FT0640112,AC,2003041,EUR,580050,2003225,20260430,JACQUES ROY
FT0640113,AC,2000283,EUR,287202,2002593,20260430,ARNAUDE DELORME DU HOARAU
FT0640114,AC,2001724,EUR,1823409,2002237,20260430,ISABELLE DUBOIS DU DELAUNAY
FT0640115,AC,2001333,USD,3592808,2000674,20260430,GEORGES TECHER DE LA COLLIN
FT0640116,AC,2000797,XAF,2383379,2000772,20260430,AMÉLIE MACE
FT0640117,AC,2001655,EUR,3479548,2000769,20260430,FRANCK DU GEORGES
FT0640118,AC,2002938,XAF,3636920,2001369,20260430,BENJAMIN PERROT
FT0640119,AC,2003124,USD,3960355,2003238,20260430,BERTRAND JOSEPH
FT0640120,AC,2001939,XAF,1687019,2003198,20260430,LUC DU LAGARDE
FT0640121,AC,2000529,USD,2247872,2002421,20260430,MICHELLE DE BRUN
FT0640122,AC,2001638,USD,4878986,2002556,20260430,SÉBASTIEN DE SOUSA
FT0640123,AC,2002020,USD,1083402,2000964,20260430,DAVID ADAM
FT0640124,AC,2001804,EUR,923331,2002581,20260430,HENRI MUNOZ
FT0640125,AC,2003177,XAF,2038527,2000778,20260430,WILLIAM PERRIER
FT0640126,AC,2001855,EUR,4295390,2002683,20260430,GÉRARD MORENO
FT0640127,AC,2002665,USD,4274482,2000611,20260430,BENJAMIN TECHER-FOURNIER
FT0640128,AC,2001132,EUR,2510666,2000414,20260430,VINCENT PASCAL
FT0640129,AC,2002295,EUR,3695174,2000049,20260430,THIBAUT TURPIN
FT0640130,AC,2000775,USD,94007,2000973,20260430,SUZANNE BOYER
FT0640131,AC,2003148,USD,1145674,2000573,20260430,STÉPHANIE-CLAUDE COULON
FT0640132,AC,2000929,USD,4947691,2002369,20260430,LUC FERRAND
FT0640133,AC,2000022,EUR,1728796,2000903,20260430,ALEXANDRIE-ALIX RODRIGUEZ
FT0640134,AC,2002055,EUR,2048732,2002176,20260430,VICTOR DUVAL
FT0640135,AC,2002264,EUR,797332,2003041,20260430,JÉRÔME BERNARD
FT0640136,AC,2002276,EUR,421101,2000384,20260430,CATHERINE CARON
FT0640137,AC,2000253,XAF,4556661,2002777,20260430,YVES PETITJEAN
FT0640138,AC,2002802,EUR,1671078,2001524,20260430,MARTIN PEREIRA
FT0640139,AC,2002374,EUR,2943177,2001312,20260430,JEAN LEBRETON
FT0640140,AC,2002522,EUR,1485618,2000928,20260430,AMÉLIE-ANTOINETTE DAVID
FT0640141,AC,2002919,USD,705359,2002669,20260430,PAUL MOREAU LE PIRES
FT0640142,AC,2001149,XAF,702911,2001120,20260430,STÉPHANE MEUNIER
FT0640143,AC,2002098,XAF,957976,2003117,20260430,TRISTAN MICHAUD
FT0640144,AC,2002052,USD,2283848,2001002,20260430,CAPUCINE JOURDAN-ROBIN
FT0640145,AC,2002851,XAF,1656428,2001932,20260430,ALEX LAGARDE
FT0640146,AC,2000353,EUR,4389255,2000860,20260430,CHRISTINE LAROCHE
FT0640147,AC,2000628,EUR,3753251,2002618,20260430,ÉRIC HARDY
FT0640148,AC,2002089,USD,4806474,2001216,20260430,BERNARD NEVEU
FT0640149,AC,2001229,EUR,3399541,2001043,20260430,MARTINE LE GOFF
FT0640150,AC,2002624,USD,2079791,2000775,20260430,LUCAS DE OLIVEIRA
FT0640151,AC,2001048,USD,1238189,2002430,20260430,VICTOR BENOIT
FT0640152,AC,2000561,USD,474163,2000109,20260430,GILLES LELEU
FT0640153,AC,2002085,EUR,2684565,2002976,20260430,MADELEINE ROY
FT0640154,AC,2001152,EUR,4018451,2002346,20260430,LUCAS CARLIER
FT0640155,AC,2001613,USD,2123590,2002878,20260430,THOMAS BAUDRY
FT0640156,AC,2001363,XAF,4667346,2003088,20260430,PAUL FLEURY
FT0640157,AC,2003179,USD,2813035,2002885,20260430,GUILLAUME SIMON
FT0640158,AC,2000207,EUR,1011348,2000350,20260430,STÉPHANIE ALVES
FT0640159,AC,2002837,XAF,2365672,2000100,20260430,SABINE DE SOUSA
FT0640160,AC,2001836,EUR,2020082,2002872,20260430,DAVID ADAM
FT0640161,AC,2002039,XAF,112174,2001069,20260430,CONSTANCE PIERRE-POTTIER
FT0640162,AC,2003128,XAF,2636034,2001425,20260430,ÉRIC GÉRARD
FT0640163,AC,2002488,USD,1942526,2000361,20260430,JULES COSTE
FT0640164,AC,2002529,EUR,1595721,2001487,20260430,AUDREY LAINE-PIERRE
FT0640165,AC,2000956,XAF,204877,2002974,20260430,JULIEN LAGARDE
FT0640166,AC,2002856,XAF,762820,2003026,20260430,LUCY DE MOULIN
FT0640167,AC,2002954,USD,1496961,2002488,20260430,AURÉLIE-MARGOT BOUCHER
FT0640168,AC,2002429,XAF,3393606,2002057,20260430,VICTOR ROUSSET
FT0640169,AC,2003049,XAF,1270643,2003163,20260430,INÈS FOURNIER
FT0640170,AC,2001460,USD,1993440,2003146,20260430,BERNADETTE VERDIER
FT0640171,AC,2000272,USD,3293098,2000650,20260430,DIANE LE ROUX-SALMON
FT0640172,AC,2000353,EUR,136201,2002264,20260430,CHRISTINE LAROCHE
FT0640173,AC,2002936,EUR,4634998,2002440,20260430,AGNÈS CARON DE FAIVRE
FT0640174,AC,2000310,EUR,3669063,2001021,20260430,LOUISE LEBON
FT0640175,AC,2000129,XAF,215306,2003001,20260430,CONSTANCE PIERRE-POTTIER
FT0640176,AC,2000048,EUR,955104,2001616,20260430,CORINNE GAY-HOAREAU
FT0640177,AC,2002954,USD,4874436,2001942,20260430,AURÉLIE-MARGOT BOUCHER
FT0640178,AC,2002067,XAF,1282002,2000776,20260430,MATTHIEU PICARD
FT0640179,AC,2002422,XAF,852357,2001386,20260430,CÉCILE PINTO
FT0640180,AC,2001988,EUR,2693358,2001031,20260430,ANTOINE LEGRAND
FT0640181,AC,2002068,USD,4751659,2001401,20260430,TRISTAN-HENRI BERNARD
FT0640182,AC,2001084,EUR,2791783,2000142,20260430,MAURICE DE SOUSA
FT0640183,AC,2001132,EUR,1206711,2001165,20260430,VINCENT PASCAL
FT0640184,AC,2002021,XAF,797589,2000121,20260430,CHARLES MAILLET
FT0640185,AC,2000629,EUR,360758,2001236,20260430,CLAIRE-ALICE LOPEZ
FT0640186,AC,2000175,XAF,747440,2000444,20260430,SABINE PELLETIER
FT0640187,AC,2002931,USD,4233781,2000966,20260430,PIERRE-THIBAUT GÉRARD
FT0640188,AC,2001080,EUR,1635975,2002526,20260430,CÉCILE CARRE DE BOULAY
FT0640189,AC,2002690,EUR,2264772,2000854,20260430,MARIE JACQUET
FT0640190,AC,2000848,USD,596254,2002472,20260430,NOËL FERNANDES
FT0640191,AC,2000737,USD,1398030,2001426,20260430,ISABELLE COLAS LE GONZALEZ
FT0640192,AC,2000862,EUR,1609118,2002099,20260430,AMÉLIE-ANTOINETTE DAVID
FT0640193,AC,2003195,EUR,27269,2001522,20260430,THIERRY LEMAÎTRE-CAMUS
FT0640194,AC,2000956,XAF,1778243,2001922,20260430,JULIEN LAGARDE
FT0640195,AC,2003225,EUR,2952831,2002649,20260430,MARGARET LACROIX
FT0640196,AC,2000529,USD,683101,2001839,20260430,MICHELLE DE BRUN
FT0640197,AC,2002830,USD,4770124,2001747,20260430,AUGUSTE DE ROYER
FT0640198,AC,2000939,XAF,3972894,2003046,20260430,CAPUCINE TECHER
FT0640199,AC,2000149,EUR,4003752,2001473,20260430,PATRICK MEYER
FT0640200,AC,2000927,XAF,4495984,2001455,20260430,TIMOTHÉE FOUQUET
FT0640201,AC,2002340,EUR,1237540,2003067,20260430,ALFRED DE LA MARCHAND
FT0640202,AC,2002571,USD,3173259,2000035,20260430,LAURENCE MASSON
FT0640203,AC,2001415,USD,843399,2002624,20260430,OLIVIER DE LA RIVIÈRE
FT0640204,AC,2002032,XAF,345937,2001589,20260430,RENÉE LAMBERT
FT0640205,AC,2001908,USD,3632448,2000638,20260430,ADRIENNE GUÉRIN
FT0640206,AC,2002906,XAF,2520803,2001866,20260430,MATHILDE VIDAL
FT0640207,AC,2000961,EUR,296908,2000207,20260430,CAROLINE GRONDIN
FT0640208,AC,2000903,EUR,998124,2002529,20260430,ADÉLAÏDE DUPUIS-DURAND
FT0640209,AC,2002544,XAF,4845346,2001556,20260430,ALEXANDRE LAURENT-PERROT
FT0640210,AC,2000978,XAF,4248461,2001871,20260430,JULIEN BECKER
FT0640211,AC,2000103,XAF,3949473,2002963,20260430,DENIS MARIN-RAMOS
